Proteins
MaxQuant:feature intensity,ass_0,ass_1,ass_2,ass_3,ass_4,ass_5,ass_6,ass_7,SV_config_2,SV_config_1,SV_config_1_L,SV_config_2_H,SV_config_2_L,SV_config_1_H
prot_266,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_267,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0469E7,4052400.0,4605000.0,7583200.0
prot_268,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,549180.0,0.0,0.0,303540.0
prot_269,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_270,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_271,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_272,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_273,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_274,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.6065E7,8213700.0,9976900.0,1.24E7
prot_275,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,863330.0,757790.0,1310600.0,333040.0
prot_276,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_277,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_278,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_279,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_280,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1038400.0,0.0,0.0,443070.0
prot_281,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1073200.0,200800.0,249020.0,652300.0
prot_282,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1203700.0,369140.0,353310.0,933760.0
prot_283,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3.2537E7,2.3279E7,2.6636E7,2.8359E7
prot_284,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_285,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_286,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,385820.0,311470.0,305100.0,578510.0
prot_287,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7542300.0,4063000.0,4744000.0,6782900.0
prot_288,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4356200.0,2157100.0,2327100.0,3201000.0
prot_289,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3026900.0,1283900.0,2133400.0,1898800.0
prot_290,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2917900.0,2416700.0,3432700.0,2372400.0
prot_291,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.0283E7,8830700.0,1.172E7,1.6026E7
prot_292,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2589200.0,1660000.0,1805700.0,1275100.0
prot_293,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_294,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_295,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,289050.0,162180.0,187660.0,234720.0
prot_296,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,363870.0,918930.0,905280.0,335860.0
prot_297,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_298,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_299,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6.6158E7,3.2194E7,3.8007E7,4.8874E7
prot_300,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_301,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9257100.0,4160300.0,5580600.0,8721300.0
prot_302,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.2913E7,2.7634E7,2.6371E7,1.8029E7
prot_303,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4917500.0,127900.0,269280.0,5586000.0
prot_304,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_305,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_306,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,0.0,0.0
prot_307,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_308,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_309,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_310,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_311,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_312,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_313,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1652700.0,2085300.0,1962400.0,1571300.0
prot_314,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5271200.0,1552400.0,1862600.0,2513300.0
prot_315,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.3206E7,7747700.0,9107400.0,1.1044E7
prot_316,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_317,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,445040.0,0.0,0.0,245490.0
prot_318,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_319,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_320,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_321,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_322,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_323,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_324,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_325,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_326,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_327,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,193220.0,0.0,0.0,142640.0
prot_328,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_329,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_330,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_331,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5035500.0,1236200.0,1709000.0,4235300.0
prot_332,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_333,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_334,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,227420.0,0.0,0.0,166550.0
prot_335,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3055200.0,1149500.0,1434000.0,2750700.0
prot_336,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_337,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_338,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_339,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4955600.0,2332600.0,3970900.0,3854900.0
prot_340,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_341,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_342,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_343,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_344,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4650500.0,2594600.0,2510700.0,3381600.0
prot_345,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_346,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_347,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_348,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,792660.0,373900.0,578200.0,623070.0
prot_349,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_350,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_351,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_352,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_353,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_354,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3610200.0,379820.0,412070.0,2172500.0
prot_355,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_356,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_357,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,8559300.0,7269800.0,8815700.0,8654700.0
prot_358,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_359,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_360,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3448600.0,748030.0,1084200.0,2904000.0
prot_361,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,758370.0,549890.0,450470.0,761240.0
prot_362,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_363,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_364,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2076400.0,3851000.0,3211900.0,1932700.0
prot_365,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_366,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_367,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_368,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_369,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5.2039E7,2.8493E7,2.7711E7,3.6244E7
prot_370,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_371,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_372,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_373,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_374,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_375,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_376,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_377,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4608800.0,3221800.0,4490200.0,4284300.0
prot_378,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,373700.0,0.0,0.0,163380.0
prot_379,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_380,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_381,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_382,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_383,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,676480.0,494150.0,501390.0,672700.0
prot_384,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_385,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_386,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_387,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2319400.0,1003000.0,1112000.0,1615200.0
prot_388,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_389,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_390,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9736400.0,8583600.0,1.0883E7,8328900.0
prot_391,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_392,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,7965400.0,6529400.0,7399200.0,6953900.0
prot_393,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_394,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_395,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_396,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3196200.0,2188100.0,2539400.0,2826100.0
prot_397,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1314900.0,232380.0,328490.0,680570.0
prot_398,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_399,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_400,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1902000.0,1641800.0,1576400.0,2135300.0
prot_401,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_402,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_403,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_404,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_405,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_406,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,176040.0,0.0,0.0,98302.0
prot_407,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6074300.0,4594000.0,4777700.0,6735800.0
prot_408,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_409,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_410,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_411,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_412,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_413,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_414,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_415,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2834900.0,1601000.0,1824200.0,1854000.0
prot_416,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,308660.0,0.0,0.0,314180.0
prot_417,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_418,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3087200.0,2151000.0,2507000.0,2458800.0
prot_419,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.006E7,5804600.0,5572500.0,9167300.0
prot_420,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_421,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3833200.0,685360.0,839330.0,3009300.0
prot_422,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_423,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_424,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_425,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_426,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_427,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_428,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_429,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1972400.0,1075500.0,1522000.0,1294600.0
prot_430,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_431,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_432,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5203500.0,1162200.0,1221600.0,3610000.0
prot_433,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_434,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_435,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_436,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_437,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_438,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_439,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_440,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,940270.0,0.0,0.0,815820.0
prot_441,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_442,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_443,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.987E7,5554200.0,6809100.0,1.1562E7
prot_444,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_445,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,277590.0,2597000.0,0.0
prot_446,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,9762300.0,6876200.0,7417000.0,9087500.0
prot_447,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,623940.0,0.0,0.0,240730.0
prot_448,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_449,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,704130.0,283990.0,310110.0,264300.0
prot_450,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_451,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1092300.0,874000.0,914510.0,1167400.0
prot_452,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_453,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_454,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2426100.0,1791600.0,1629700.0,2413400.0
prot_455,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4065700.0,1500000.0,1801200.0,2847700.0
prot_456,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3914500.0,2687100.0,3157700.0,3112200.0
prot_457,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1174500.0,607760.0,711080.0,1469400.0
prot_458,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1402600.0,782150.0,1044000.0,1061300.0
prot_459,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_460,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_461,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6028400.0,3726900.0,5555100.0,4768100.0
prot_462,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6053300.0,5586100.0,9718900.0,4432400.0
prot_463,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_464,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,314350.0,141590.0,175490.0,237050.0
prot_465,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_466,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2361800.0,2008700.0,2399200.0,2225600.0
prot_467,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_468,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_469,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_470,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_471,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,63474.0,89466.0,109590.0,63329.0
prot_472,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_473,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_474,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_475,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1051100.0,88896.0,123030.0,723000.0
prot_476,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_477,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_478,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_479,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0057E7,4248200.0,5248000.0,5686800.0
prot_480,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_481,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4.7172E8,3.2319E8,3.6259E8,4.3967E8
prot_482,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_483,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1929900.0,0.0,0.0,1731900.0
prot_484,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,175550.0,84683.0,108440.0,71254.0
prot_485,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_486,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1161100.0,158070.0,145760.0,998360.0
prot_487,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_488,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,0.0,0.0
prot_489,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_490,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_491,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_492,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_493,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4353600.0,861370.0,900980.0,3277200.0
prot_494,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,78474.0,107000.0,0.0
prot_495,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_496,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_497,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_498,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_499,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2555900.0,2401100.0,2046700.0,1486400.0
prot_500,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_501,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,0.0,0.0
prot_502,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,316590.0,288650.0,0.0
prot_503,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_504,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_505,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_506,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_507,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_508,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1440900.0,0.0,0.0,1568200.0
prot_509,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_510,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3340500.0,0.0,0.0,2726400.0
prot_511,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_512,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_513,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_514,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_515,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_516,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2799600.0,3504800.0,4554900.0,2827100.0
prot_517,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_518,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_519,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0156E7,6981300.0,9048900.0,6868900.0
prot_520,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_521,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_522,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_523,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_524,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,70810.0,102060.0,0.0
prot_525,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_526,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_527,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_528,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_529,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_530,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,131710.0,204030.0,0.0
prot_531,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_532,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
prot_533,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1484500.0,1155500.0,1535500.0,1410800.0
