Intensity puf3a	Intensity puf3b	Intensity puf3c	Intensity puf3d	Intensity puf3e	Intensity wta	Intensity wtb	Intensity wtc	Intensity wtd	Intensity wte	Only identified by site	Reverse	Contaminant	t-test Significant	PEP	Intensity	Unique peptides	Unique peptides puf3a	Unique peptides puf3b	Unique peptides puf3c	Unique peptides puf3d	Unique peptides puf3e	Unique peptides wta	Unique peptides wtb	Unique peptides wtc	Unique peptides wtd	Unique peptides wte	Sequence coverage [%]	Peptide IDs	Sequence coverage puf3a [%]	Sequence coverage puf3b [%]	Sequence coverage puf3c [%]	Sequence coverage puf3d [%]	Sequence coverage puf3e [%]	Sequence coverage wta [%]	Sequence coverage wtb [%]	Sequence coverage wtc [%]	Sequence coverage wtd [%]	Sequence coverage wte [%]	-Log t-test p value	t-test Difference	Protein IDs	Majority protein IDs
#!{Type}E	E	E	E	E	E	E	E	E	E	C	C	C	C	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	T	T
#!{C:Group1}puf3	puf3	puf3	puf3	puf3	wt	wt	wt	wt	wt																																	
28.92524	28.36703	29.60479	28.86832	29.59756	28.67236	28.84314	28.97607	28.1456	28.166					0	5010300000	32	17	12	21	13	14	15	15	16	10	12	53.5	NaN	35.1	28.5	40.9	29.2	31.1	31.1	32.8	32.6	27.2	27.5	0.926827243947931	0.511955642700194	YOR027W	YOR027W
23.46164	23.00278	23.30549	23.63356	23.26471	22.85337	23.42137	23.02218	22.75987	22.68712					6.4527E-17	94602000	1	1	1	1	1	1	1	1	1	1	1	5	7584	5	5	5	5	5	5	5	5	5	5	1.29230642124788	0.384854125976563	YOR039W	YOR039W
18.641	19.97827	22.2465	19.14453	24.22074	20.33832	20.9369	22.17469	18.45252	20.25477					4.2097E-58	34878000	5	0	1	1	0	3	1	1	2	0	1	16.5	NaN	0	3.9	2.4	0	10.2	3.9	3.9	6.3	0	3.9	0.130847232304481	0.414767074584962	YOR042W	YOR042W
26.15186	25.735	25.79494	25.84656	26.62031	25.5027	25.31734	25.57963	25.35144	25.406				+	6.0742E-112	578890000	12	6	5	4	6	9	4	5	5	5	6	27.2	NaN	15.8	12.7	9.3	14.3	18.7	10.4	12	12	12.7	14.5	2.089033824348	0.598309326171872	YOR046C	YOR046C
22.05225	20.7917	20.63121	22.27779	21.08421	20.3444	18.10787	17.96044	19.80883	21.85228					7.9456E-15	21132000	3	2	1	1	3	1	1	0	0	1	1	3.8	NaN	3	1	2	3.8	2	2	0	0	2	2	1.22093281790339	1.75266723632812	YOR048C	YOR048C
25.0231	25.23517	24.65878	21.81327	24.95522	23.20616	23.7545	23.40119	23.75195	25.11629					1.133E-67	221700000	5	4	3	3	1	4	2	2	3	2	4	13.1	NaN	9.5	9.2	10.2	2.7	12.9	6.6	5.8	5.8	6.6	12.9	0.288612641743974	0.491090393066408	YOR051C	YOR051C
20.3848	19.56822	18.78954	19.98957	18.19054	21.37952	21.61495	19.83258	19.85573	19.26388					4.3737E-38	9191600	2	1	0	0	1	0	2	2	1	1	0	19.3	NaN	9.3	0	0	9.3	0	19.3	19.3	9.3	9.3	0	0.853840566303922	-1.00479888916016	YOR052C	YOR052C
20.40566	23.58795	23.4924	23.86117	23.03627	22.86132	18.9785	22.99938	21.29894	22.68288					1.5328E-17	73569000	4	0	2	3	3	2	2	0	2	1	1	9.8	NaN	0	4.8	7.4	7.2	4.6	4.8	0	4.8	2.8	2.8	0.533200419964728	1.11248664855957	YOR056C	YOR056C
22.59671	23.70535	20.64843	21.27878	21.14252	21.82225	21.8495	20.91984	21.70354	23.366					2.0672E-13	50220000	4	2	3	1	1	1	2	2	2	2	3	10.4	NaN	6.1	7.8	3	3	3	5.6	6.1	6.1	6.1	8.6	0.0292460313528492	-0.0578647613525369	YOR057W	YOR057W
21.42332	24.4688	21.66895	24.03448	24.29978	22.17633	23.38364	21.47284	21.18016	23.53552					1.5337E-38	100330000	5	1	4	1	3	2	2	3	1	1	3	18.3	NaN	2.9	15.6	3.2	8.8	10	6.2	8.8	2.9	3.2	8.6	0.462282850860313	0.829368209838869	YOR061W	YOR061W
30.76414	31.09371	30.87826	30.79351	31.21141	30.01558	30.04414	30.18281	29.96609	30.74607				+	1.1193E-197	16697000000	25	18	17	15	16	16	16	14	15	12	16	53.7	NaN	47	41.3	41.6	42.1	42.1	41.1	37.7	40.1	35.1	42.6	2.70337834700359	0.757266235351562	YOR063W	YOR063W
20.56978	20.51465	20.54038	20.93251	21.51773	20.68483	20.07588	19.51647	19.70054	21.0188					7.7409E-05	12478000	2	1	0	1	1	1	1	1	1	1	0	7.3	NaN	2.5	0	2.5	2.5	4.7	2.5	2.5	2.5	2.5	0	0.952572053566662	0.61570510864258	YOR069W	YOR069W
24.06299	24.52761	24.57473	24.56203	25.21048	23.53789	23.77113	23.92814	20.9502	24.33463					5.1173E-89	195930000	6	3	2	3	2	4	2	3	2	1	3	23.7	NaN	14.1	9.2	14.1	9.2	18.1	9.2	12.5	9.2	4.3	11.5	1.11934833893832	1.2831714630127	YOR074C	YOR074C
24.20881	22.40559	24.07928	21.85628	24.09418	23.7961	23.79392	24.16676	23.74407	22.39032					8.2404E-26	131870000	3	2	1	2	1	2	2	2	3	2	1	9.9	NaN	6.7	3.8	6.7	3.8	6.7	6.7	6.7	9.9	6.7	3.8	0.167084098547629	-0.249404907226563	YOR091W	YOR091W
25.36793	24.43651	25.97924	25.61829	26.19989	25.5969	25.54669	25.41999	25.50773	24.27363					9.1353E-104	473390000	7	5	2	4	3	5	4	3	4	4	1	29.8	NaN	20.5	12	20.9	15.1	26.4	22.5	17.4	21.3	21.3	6.2	0.265040498991525	0.251384353637693	YOR095C	YOR095C
30.12238	29.98318	30.11421	30.27197	30.29603	29.93972	29.73223	29.84549	29.78063	30.18943				+	8.8298E-56	11040000000	6	4	4	4	4	4	4	4	4	5	5	71.1	NaN	35.8	40	40	35.8	44.2	35.8	39.5	35.8	50.5	47.9	1.51614860470653	0.260058975219724	YOR096W	YOR096W
22.2338	22.52629	20.55386	18.8454	21.4247	20.85802	21.97526	20.69021	21.77744	22.47323					6.1344E-14	30921000	4	2	2	0	0	1	1	2	1	2	1	4.8	NaN	2.4	2.6	0	0	1.1	1.3	2.2	1.1	2.4	1.3	0.24191134606074	-0.438024520874023	YOR098C	YOR098C
18.06947	21.63954	22.98456	21.68449	24.02985	23.86788	20.45262	22.9049	17.62529	20.85734					6.1922E-14	58561000	4	0	1	2	1	2	2	1	1	0	1	12.5	NaN	0	3.6	6.6	3.6	6.1	6.1	3.6	2.5	0	3.3	0.140005086692555	0.539974212646484	YOR099W	YOR099W
23.11238	23.25695	22.80444	23.36973	24.28989	23.47271	22.66429	23.72078	22.9218	22.58532					1.2181E-169	104120000	4	1	2	1	1	2	2	1	3	2	1	21.9	NaN	16.6	13.7	10.1	16.6	11.6	8.8	11.9	11.3	11.9	13.6	0.390437093048337	0.293701171875	YOR108W	YOR108W
22.77288	22.51157	21.98405	23.21764	24.05846	22.20006	22.60914	22.95724	22.57263	23.01023					1.9241E-50	78566000	7	3	2	2	4	5	2	4	4	4	3	8.1	NaN	4	2.6	2.3	5.1	6	2.9	5.1	5.1	5.1	3.7	0.262542364538673	0.239058685302734	YOR109W;YNL106C	YOR109W
18.85947	19.23902	21.06822	19.60789	22.2993	18.30342	21.08978	21.31562	20.46124	21.00583					1.4511E-07	13645000	2	0	0	1	0	1	0	1	1	1	0	16.4	NaN	0	0	6.5	0	9.9	0	6.5	9.9	6.5	0	0.0963757759221954	-0.220396423339846	YOR111W	YOR111W
22.99969	22.82085	21.0652	22.77981	22.50426	22.43984	21.39603	21.55913	21.23034	21.70843					6.6937E-11	48566000	3	2	2	1	2	2	2	1	1	1	1	4.1	NaN	2.8	2.8	1.6	2.8	2.9	2.8	1.6	1.6	1.6	1.6	1.01143069647085	0.767205429077148	YOR112W	YOR112W
21.86261	22.52306	21.97998	19.42371	22.90314	21.37183	17.47919	19.79122	21.30586	22.45048					7.7832E-41	32859000	3	1	1	1	0	2	1	0	0	1	1	3.2	NaN	1.3	0.8	1.3	0	2.4	1.3	0	0	1.3	0.8	0.573783236580091	1.25878295898438	YOR116C	YOR116C
23.43059	24.93346	25.30713	23.79442	26.06027	23.03574	24.03574	23.84575	24.48142	24.96869					1.2517E-87	266520000	10	2	4	6	2	7	2	3	3	5	4	31.1	NaN	5.8	11.5	18.4	6.2	24.7	6.2	9.7	9.4	14.7	10.8	0.508206975425073	0.631705856323244	YOR117W	YOR117W
20.15668	20.07199	26.41524	18.49383	25.6569	21.01822	26.35706	26.25924	21.1175	25.67419					8.5838E-22	366610000	1	0	1	1	0	1	1	1	1	1	1	7.4	NaN	3.2	4.2	7.4	3.2	7.4	7.4	7.4	4.2	7.4	4.2	0.430131232525952	-1.92631530761719	YOR120W	YOR120W
27.83798	23.33347	27.5957	28.1882	28.09381	27.73441	22.69477	27.54215	27.16768	27.75404					8.4958E-27	1848300000	4	3	3	1	4	3	2	2	2	3	4	68.3	NaN	34.1	34.1	11.1	68.3	34.1	19	23	26.2	34.1	68.3	0.121055791737349	0.431221771240235	YOR122C	YOR122C
25.34299	24.63129	25.73192	24.20337	25.43403	24.74576	24.65015	23.14999	24.63084	25.54528					2.3211E-65	327640000	12	6	3	6	4	6	5	6	2	4	6	24.3	NaN	12.6	5.1	12.6	8.4	11.4	10	12.6	3.9	8.1	14.2	0.514556349446725	0.524315261840819	YOR128C	YOR128C
27.83479	28.19681	28.03312	28.05843	27.94347	27.39591	27.6345	27.44538	25.95682	27.42806				+	2.6979E-170	2172800000	10	7	7	8	7	6	6	7	8	5	6	36.9	NaN	28.5	27.9	31.4	27.4	27.1	25.5	29.5	31.4	19.8	27.6	1.56159450699583	0.841188812255858	YOR136W	YOR136W
27.59925	26.60286	27.24545	27.59099	27.22729	26.49483	26.81836	26.49581	26.8242	27.01031				+	4.1061E-144	1385200000	10	10	6	7	8	6	7	7	5	8	7	40.4	NaN	40.4	24.9	32.8	34.7	30.7	32.8	27.7	20.4	34.7	27.7	1.44933538373669	0.524465560913086	YOR142W	YOR142W
20.0528	22.42987	21.64064	22.02059	18.60912	21.5484	21.64046	19.59946	20.66553	19.99377					2.3408E-23	21174000	2	0	2	1	1	0	1	1	0	1	0	9.7	NaN	0	9.7	6	6	0	6	6	0	6	0	0.120310443348883	0.261080551147462	YOR143C	YOR143C
23.8738	21.10335	24.17097	23.01866	23.77002	19.83924	19.26792	21.45327	20.87957	20.61908				+	2.5531E-22	67296000	6	2	1	3	3	3	1	1	2	2	2	24.5	NaN	9.1	5.1	11.7	13.5	10.2	5.5	5.5	10.6	8.8	10.6	2.4681738872798	2.77554168701172	YOR145C	YOR145C
25.47778	24.96292	25.86287	26.08693	26.65881	24.49424	24.0312	25.42166	24.30786	24.35286				+	6.6713E-149	445600000	17	8	6	7	8	8	4	5	7	3	5	16.7	NaN	7.8	7.2	7.3	9.1	8.3	4.9	5.3	7	4	4.7	2.07489207304454	1.28830032348633	YOR151C	YOR151C
17.60735	21.36608	22.16855	21.33156	23.14339	21.41023	20.82695	22.61093	20.2268	21.27583					1.6349E-56	32913000	5	0	1	2	2	3	1	1	4	0	1	7.5	NaN	0.9	2.3	2.4	3.3	3.5	0.8	0.8	5.5	0.7	1.7	0.0511124397133255	-0.146760559082029	YOR153W;YDR406W	YOR153W;YDR406W
23.49118	23.39139	23.56046	23.68271	23.2981	22.78877	23.11961	23.28982	23.48824	23.58463					9.1667E-15	109900000	3	1	1	2	1	1	1	1	1	2	1	13	NaN	4.6	4.6	9.2	4.6	4.6	4.6	4.6	4.6	8.4	4.6	0.748648026408338	0.230554580688477	YOR157C	YOR157C
22.46441	22.71492	22.70624	23.0654	23.03145	21.09848	20.974	20.88248	20.8326	18.84479				+	1.9824E-08	44971000	2	1	1	1	2	1	1	1	1	1	0	6.6	NaN	3.8	3.8	3.8	6.6	3.8	3.8	3.8	3.8	3.8	0	3.07870489951978	2.27001228332519	YOR158W	YOR158W
18.66698	22.29594	21.67947	20.98426	19.05046	20.04086	22.77457	20.99507	21.7223	21.59905					2.5955E-18	27563000	4	0	2	1	1	0	1	3	1	2	2	5.7	NaN	0	2.4	1.4	1.3	0	1.3	4.6	1.3	2.8	2.4	0.490045211540163	-0.890946197509766	YOR160W	YOR160W
23.42393	22.30814	23.51533	20.29704	23.29964	22.68592	22.95534	23.06792	22.41039	22.29407					3.8259E-17	74441000	5	3	2	2	1	2	2	2	2	2	2	30.3	NaN	16.5	11.2	11.7	5.9	14.4	11.7	11.7	11.7	12.2	12.2	0.0654314799963227	-0.113912200927732	YOR163W	YOR163W
27.82317	29.3621	28.59295	28.40864	29.12413	28.06168	27.62317	28.29391	28.06928	28.79829					0	3838300000	32	16	23	19	19	21	19	13	18	17	19	40.7	NaN	20.9	32.1	26.9	25.7	28.3	24.8	17.8	25.1	23.9	26	0.754101698728092	0.492935180664063	YOR168W	YOR168W
22.99269	21.90382	22.19304	21.94474	24.11696	22.28147	21.80865	23.23996	21.05411	21.53782					4.9832E-16	63195000	4	2	2	1	2	3	2	2	3	1	2	14	NaN	5.6	5.6	2.8	5.6	10.9	5.6	5.9	11.2	3.1	5.6	0.548598986667578	0.645848846435548	YOR176W	YOR176W
28.43118	28.53315	27.98593	27.96461	28.78697	27.88582	27.5139	27.52612	27.34113	28.27533				+	5.8718E-90	2869200000	12	6	7	8	7	8	4	5	7	4	7	41.3	NaN	23	29.4	29.1	27.8	31.9	19.5	22	31.6	19.5	27.8	1.58848477712053	0.631906127929689	YOR184W	YOR184W
26.02066	25.91153	27.37724	26.4364	20.77499	19.76427	24.44676	21.28964	22.96415	21.07092				+	5.1495E-45	429180000	11	4	4	6	5	1	0	2	0	1	0	29.1	NaN	12.4	13.3	14.9	16.7	2.5	0	6.2	0	3	0	1.36179040700726	3.39701614379883	YOR187W	YOR187W
18.6411	18.94417	23.14205	20.95568	23.40224	17.99471	21.23162	21.69077	19.19173	20.3885					1.7243E-78	25761000	1	0	0	1	1	1	0	0	1	0	0	5.9	1953	0	0	5.9	5.9	5.9	0	0	5.9	0	0	0.327766082003048	0.91758117675781	YOR194C	YOR194C
22.60105	23.27199	23.16276	23.19839	24.05747	22.70064	22.35216	22.40639	19.55848	22.8044					1.1048E-23	78021000	3	1	1	2	1	3	1	1	1	0	1	5	NaN	2.1	2.1	3.8	2.1	5	2.1	2.1	2.1	0	2.1	1.08660438603566	1.29391441345215	YOR195W	YOR195W
21.59514	22.22005	21.85745	22.90358	22.98905	19.16067	20.57925	20.09477	18.94255	19.02445				+	2.9698E-12	28025000	3	1	2	1	2	2	0	0	0	0	0	9.9	NaN	3.9	7.2	3.9	7.2	6	0	0	0	0	0	3.68367913608125	2.75271682739258	YOR196C	YOR196C
23.64988	24.59759	23.4837	24.86599	25.11398	23.14956	23.12539	24.16829	24.28884	24.64834					2.7706E-82	201270000	4	2	2	2	3	4	2	2	2	3	2	14.1	NaN	9.7	6.9	9.7	12.5	14.1	9.7	9.7	9.7	12.5	6.9	0.477462149653401	0.466143798828124	YOR197W	YOR197W
26.33006	25.21085	26.18044	26.06174	26.82043	25.11732	25.36256	26.04435	25.99378	25.27746					2.9733E-193	644030000	16	8	4	7	8	6	6	6	8	7	8	34.3	NaN	18.9	10.4	13.2	19.1	14.3	17	15.5	21.1	15.1	17.4	0.914562730278494	0.561612319946288	YOR198C	YOR198C
28.11684	28.24631	28.39575	28.1032	28.74612	27.40884	27.7483	27.54517	27.34172	26.95471				+	4.3493E-289	2600900000	21	12	10	13	9	13	11	12	13	11	8	48.8	NaN	32.6	26.3	32.3	24.5	34.8	30	32.6	33.8	26.8	20.5	3.09253949687029	0.92189254760742	YOR204W;YPL119C	YOR204W
23.67293	25.00958	23.09097	24.25839	24.3379	24.60637	23.00374	22.41707	23.23945	24.13101					3.4339E-21	165190000	7	4	3	2	2	2	2	2	1	3	3	10.6	NaN	6.2	4.6	3	3	3	3	3	1.4	4.2	4.6	0.556191236707771	0.594427490234377	YOR206W	YOR206W
19.13649	21.40067	18.21812	18.71317	21.75532	20.55544	20.25511	20.87177	20.08092	22.00196					1.1725E-34	16226000	4	1	1	0	1	1	1	1	1	0	2	5.6	NaN	1.2	1.4	0	1.2	1.4	1.9	1.9	1.4	0	2.4	0.538650442171747	-0.908285140991211	YOR207C	YOR207C
26.04696	25.89525	26.16154	25.92769	26.52031	25.74289	25.17528	25.90288	25.17516	26.24534					1.4421E-103	641100000	13	4	5	6	5	8	6	4	5	4	7	33.3	NaN	12.6	14.7	17.9	14.9	22.1	16.3	11.9	14.7	12.6	20.3	1.05512217066004	0.462040328979494	YOR209C	YOR209C
25.3663	24.18873	25.57239	24.84153	25.51358	25.7888	25.03746	24.78826	25.02335	24.43269					7.2571E-27	368360000	1	1	1	1	1	1	1	1	1	1	1	37.1	12314	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	0.0882202511938991	0.082395172119142	YOR210W	YOR210W
21.41033	23.25364	21.6077	21.00566	19.38528	21.49619	19.49637	20.60047	21.2401	21.78121					1.5491E-15	27128000	5	1	4	2	2	0	2	0	0	1	2	8.6	NaN	1	6.2	3.5	2.3	0	2.6	0	0	1	1.9	0.225202675389573	0.409656143188474	YOR217W	YOR217W
23.37955	23.41132	24.176	23.12321	23.6782	17.56985	18.74307	20.18192	21.25303	23.93157				+	9.926E-18	83272000	6	2	2	4	2	2	0	0	1	1	3	32.5	NaN	11.7	14.7	22.6	9.1	10.9	0	0	4.5	3	14.3	1.70143015441771	3.21776657104492	YOR220W	YOR220W
23.87746	24.32203	22.84774	23.81675	25.35998	23.50519	20.44526	22.67698	20.15487	23.97009					5.0184E-33	139410000	3	2	2	2	3	3	2	1	2	1	1	30.1	NaN	17.8	17.8	17.8	30.1	30.1	17.8	6.8	17.8	6.8	6.8	1.19035004174522	1.89431495666504	YOR224C	YOR224C
21.10034	19.69577	21.72592	18.88094	21.24627	17.99292	18.437	20.70852	18.20754	19.14533					3.345E-06	9917900	2	1	0	1	0	1	0	0	1	0	0	5.6	NaN	2.8	0	2.8	0	2.8	0	0	2.8	0	0	1.26200727666833	1.63158531188965	YOR229W	YOR229W
27.30722	27.71352	27.76256	26.46938	27.60894	26.88309	27.056	27.51833	27.06353	27.30356					5.3431E-102	1672900000	15	10	9	11	8	9	11	11	9	9	10	51.9	NaN	29.7	29.1	40	20.4	31.4	33.6	39.1	24.5	28.6	29.7	0.342877484863798	0.207419586181643	YOR230W	YOR230W
27.70233	27.11773	27.48685	27.52724	28.0516	26.93303	25.43084	26.51814	25.78938	26.50264				+	1.2442E-136	1446300000	9	6	2	5	5	5	4	1	3	3	1	31.1	NaN	31.1	15.8	23.7	26.8	20.6	21.9	7.5	20.2	18.4	7.5	2.58386582989217	1.34234504699707	YOR232W	YOR232W
27.00464	26.22722	23.82987	26.65267	26.79489	26.13424	26.4205	25.77173	26.1473	26.12749					9.386E-90	818440000	1	1	1	1	1	1	1	1	1	1	1	47.7	NaN	39.3	47.7	32.7	47.7	39.3	47.7	41.1	47.7	41.1	41.1	0.0105781864516753	-0.0183956146240227	YOR234C	YOR234C
24.0831	23.42458	25.09495	23.16765	25.22085	23.38364	23.15089	22.13464	24.33156	21.87549					7.5968E-91	163220000	7	3	2	4	2	5	3	3	1	3	1	22.3	NaN	8.9	4.1	13.2	7.3	16.2	8.3	8.3	2.4	8.3	2.4	1.09423885907038	1.22298011779785	YOR239W	YOR239W
23.77032	24.12747	24.62678	23.77002	24.40847	23.72515	24.01282	22.61785	24.15337	23.84489					5.1174E-40	166070000	6	2	3	3	2	3	3	3	2	4	2	11.7	NaN	4.6	6.4	6.4	4.6	6.4	6.4	6.4	4.6	8	4.6	0.738098527694698	0.469795227050781	YOR241W	YOR241W
23.55929	23.91488	24.36586	23.91925	24.26442	22.86405	22.32457	22.47415	22.33661	23.34381				+	5.0844E-87	120470000	8	3	3	4	4	4	2	1	2	2	3	17.9	NaN	7.5	8.3	10.4	9.5	10.5	5.8	2.5	5	5.9	8.3	3.25104099639827	1.33610534667969	YOR243C	YOR243C
24.2863	25.53092	24.56221	24.49552	24.97841	23.85643	23.61448	25.02246	23.53208	24.76476					1.7092E-40	253170000	8	4	5	4	4	5	3	2	5	3	6	32.9	NaN	20.1	21.4	18.4	17.8	18.1	16.4	12.8	20.7	16.4	26	0.840433636585191	0.612628555297853	YOR251C	YOR251C
18.8692	19.51422	21.17621	20.6838	22.0971	18.86884	19.94245	18.87628	19.05809	21.25003					3.5136E-16	11516000	2	0	0	1	1	2	0	0	1	0	1	14.6	NaN	0	0	7.3	7.3	14.6	0	0	7.3	0	7.3	0.565149241135122	0.868968582153318	YOR252W	YOR252W
21.22723	18.59762	22.41576	19.56895	21.28861	17.36042	17.43927	18.19892	18.84162	20.35713				+	4.4023E-25	10612000	2	1	0	1	0	1	0	0	0	0	0	17.6	NaN	10.2	0	7.4	0	10.2	0	0	0	0	0	1.42765661892103	2.18016319274902	YOR253W	YOR253W
24.27959	23.87502	23.32141	22.06582	23.65064	21.32438	22.44952	22.78287	22.01991	22.43789				+	3.1449E-30	89295000	6	3	4	1	1	1	1	2	2	2	2	16.2	NaN	13.7	11	3.4	7.6	3.4	7.6	9.4	10.3	9.4	8	1.58720786130965	1.23558158874512	YOR259C	YOR259C
22.1791	21.42752	22.90751	22.99203	23.50954	24.00179	23.39113	22.299	23.34042	22.63648					6.8874E-93	85821000	7	2	1	2	2	2	5	3	2	3	3	15.4	NaN	5	3.3	5.5	5	5.5	11.9	7.6	5.4	7.6	7.3	0.533986507125237	-0.530621719360351	YOR260W	YOR260W
22.91765	24.98537	23.81724	24.51358	25.10705	24.01223	22.41741	23.89004	23.82842	22.11534					4.7254E-37	173520000	7	2	4	1	3	3	2	1	4	3	1	32.2	NaN	10.4	25.7	7.7	17.5	18	11.8	4.1	18	14.8	6.2	0.937987741706249	1.01549301147461	YOR261C	YOR261C
25.84568	26.12957	27.15248	26.13467	27.08467	25.73469	25.89421	20.03295	25.72708	24.62461					2.2041E-72	699590000	7	1	2	5	2	4	3	1	1	2	1	61.3	NaN	12.3	22.6	50.9	21.7	41.5	34	12.3	12.3	23.6	10.4	0.960544437024811	2.06670608520508	YOR265W	YOR265W
20.50145	18.27235	21.53569	21.58022	20.09107	21.01652	21.6344	21.85148	18.52698	21.74677					3.382E-30	21773000	5	1	1	1	2	1	1	3	3	0	2	7.9	NaN	1.7	1.6	1.4	3.6	2.1	1.4	4.9	5.3	0	2.5	0.26918909200476	-0.559078216552734	YOR267C	YOR267C
21.6163	18.9792	22.77461	20.49697	22.49768	21.13567	19.26971	18.96621	19.264	20.25061					1.8136E-16	19040000	3	1	0	2	1	1	0	0	0	0	1	4.6	NaN	1.4	0	3.2	1.4	1.4	0	0	0	0	1.4	0.997844734276255	1.49571380615235	YOR270C	YOR270C
21.50988	21.17646	23.67777	24.14203	24.83995	23.55344	24.22361	21.29272	23.44493	22.82635					5.1093E-55	120650000	10	1	1	3	5	5	2	6	1	4	2	27	NaN	2	2.2	11.7	14.3	13.9	7.8	18.7	2	13.7	4.1	0.000383392050501919	0.00100746154785014	YOR272W	YOR272W
25.40142	25.12206	25.74804	25.26599	26.43243	25.12998	25.12333	24.98098	25.00432	21.99972					2.0353E-46	412330000	5	2	4	3	3	4	3	3	2	3	1	42.9	NaN	15.5	42.9	33.5	33.5	34.2	33.5	33.5	15.5	33.5	18.6	0.925831162258612	1.14632377624512	YOR276W	YOR276W
23.46326	22.84846	21.77398	22.73088	22.16748	22.44392	22.18371	22.63221	22.88211	18.97373					2.8882E-57	59075000	3	3	2	1	2	2	2	1	2	2	0	13.5	NaN	13.5	8.6	3.8	8.6	8.6	8.6	4.9	8.6	9.8	0	0.457054371229801	0.773678970336913	YOR280C	YOR280C
19.97772	19.65738	23.80144	19.00301	24.3912	20.47933	21.26488	19.57905	21.62163	22.57605					4.5815E-11	48621000	2	0	0	1	0	2	0	1	0	1	1	8	NaN	0	0	3.8	0	8	0	4.2	0	4.2	4.2	0.0768564755759898	0.261962127685546	YOR281C	YOR281C
23.17825	23.14944	24.26749	23.01175	23.37597	22.90139	17.98632	23.51196	18.41287	21.22282					2.2361E-34	81187000	6	3	2	3	2	2	2	1	3	1	1	36.1	NaN	19.6	13	21.7	13	13.9	11.3	6.1	19.6	6.1	5.7	1.2605142493335	2.5895092010498	YOR283W	YOR283W
24.23052	25.63043	25.31053	20.98071	26.49109	25.01107	24.86594	25.53038	21.29569	25.29306					3.9585E-36	366170000	4	2	2	3	1	2	3	3	4	1	2	42.4	NaN	23.7	20.9	32.4	10.1	24.5	34.5	34.5	42.4	10.1	20.9	0.0365360141538051	0.129426574707033	YOR285W	YOR285W
23.53029	24.56028	25.6332	25.63508	23.72827	24.11275	20.76012	23.80931	24.17547	21.60372					8.5046E-44	211660000	4	2	2	3	3	2	2	1	2	3	1	40.3	NaN	27.5	20.8	32.9	32.9	27.5	18.8	14.1	18.8	32.9	13.4	1.12473168407103	1.72515182495117	YOR286W	YOR286W
18.94725	19.09953	20.73032	21.80211	21.24121	19.38986	20.2145	19.5835	19.40941	19.43379					9.2341E-06	7875100	3	0	0	1	1	1	0	0	0	0	0	3.3	NaN	0	0	0.7	2	0.6	0	0	0	0	0	0.623409538511926	0.757871246337888	YOR290C	YOR290C
23.59377	21.4289	21.8164	24.45369	24.72708	20.99983	22.96459	20.70134	23.13254	21.12054					6.8376E-17	93387000	3	2	1	1	2	3	1	1	1	2	1	39.9	NaN	21.2	6.4	6.4	33.5	39.9	6.4	14.8	6.4	21.2	6.4	0.871417276685025	1.42020072937012	YOR294W	YOR294W
27.63699	26.96246	27.49899	26.66546	27.73667	26.62352	26.76155	26.79365	26.75481	26.01218				+	4.521E-83	1373700000	7	4	4	6	3	2	4	4	4	2	5	51.7	NaN	33.1	31.1	44.4	25.8	17.9	32.5	31.1	31.1	17.9	38.4	1.63167436886972	0.710973358154295	YOR298C-A	YOR298C-A
26.30377	25.35914	25.45117	25.4751	26.09305	25.55219	26.1343	25.46342	26.12544	25.06636					6.7291E-52	567430000	12	7	4	2	4	4	5	6	5	6	4	36.7	NaN	19	11.7	5.8	11.9	9.2	13.4	15.1	18.5	15.1	12.4	0.0888841836954879	0.0681060791015646	YOR303W	YOR303W
27.88437	27.63367	27.81733	27.28982	28.01744	27.82802	27.36194	27.71967	26.96774	27.26508					2.4291E-150	2052600000	10	6	6	6	4	7	6	7	8	6	5	26.8	NaN	16.8	18	18.6	12.7	20.2	17.2	20.5	23.1	18.6	16	0.761633597549663	0.300035858154299	YOR310C	YOR310C
26.44191	25.90024	26.24471	25.76739	25.94528	24.6692	24.69264	24.89259	25.75692	25.97612				+	1.1595E-103	562680000	12	8	8	7	6	6	5	5	5	9	8	23.9	NaN	14.7	15.4	13.7	10.3	11	10.6	9	9	17.1	14	1.65813785944748	0.862410736083984	YOR317W	YOR317W
27.49975	27.04874	27.86815	26.46019	27.83768	27.05134	27.46583	26.77379	26.73454	25.85415					1.221E-221	1517300000	18	10	11	11	7	13	12	10	10	8	7	50.4	NaN	34.4	36.8	41.4	27.2	41.2	41.2	35.1	37.1	28.5	28.7	0.771807592213773	0.566971588134766	YOR323C	YOR323C
24.59645	25.7185	26.18531	25.4746	25.79276	24.79069	25.11402	24.71853	25.22022	25.24427					5.4121E-267	433420000	19	4	8	11	7	9	7	5	5	5	9	17.7	NaN	3.5	8.4	9.1	7	8	6.7	5.3	4.3	4.2	8.4	1.00489400030968	0.535976028442384	YOR326W	YOR326W
